playerID,lgID,tmID,firstName,lastName,year,GP,W,L,T_OL,SHO,GA,SA,height,weight,birthCountry
aubinje01,NHL,PIT,Jean-Sebastien,Aubin,1998,17,4,3,6,2,28,304,71,180,Canada
aubinje01,NHL,PIT,Jean-Sebastien,Aubin,1999,51,23,21,3,2,120,1392,71,180,Canada
aubinje01,NHL,PIT,Jean-Sebastien,Aubin,2000,36,20,14,1,0,107,973,71,180,Canada
aubinje01,NHL,PIT,Jean-Sebastien,Aubin,2001,21,3,12,1,0,65,537,71,180,Canada
aubinje01,NHL,PIT,Jean-Sebastien,Aubin,2002,21,6,13,0,1,59,589,71,180,Canada
aubinje01,NHL,PIT,Jean-Sebastien,Aubin,2003,22,7,9,0,1,53,574,71,180,Canada
aubinje01,NHL,TOR,Jean-Sebastien,Aubin,2005,11,9,0,2,1,25,330,71,180,Canada
aubinje01,NHL,TOR,Jean-Sebastien,Aubin,2006,20,3,5,2,0,46,371,71,180,Canada
aubinje01,NHL,LAK,Jean-Sebastien,Aubin,2007,19,5,6,1,0,44,385,71,180,Canada
aubryse01,WHA,QUN,Serge,Aubry,1972,52,25,22,3,1,182,1781,67,165,Canada
aubryse01,WHA,QUN,Serge,Aubry,1973,26,11,11,2,1,90,751,67,165,Canada
aubryse01,WHA,QUN,Serge,Aubry,1974,31,17,11,0,0,109,959,67,165,Canada
aubryse01,WHA,CIN,Serge,Aubry,1975,12,6,4,0,1,38,267,67,165,Canada
aubryse01,WHA,QUN,Serge,Aubry,1976,21,6,5,0,1,51,369,67,165,Canada
auldal01,NHL,VAN,Alex,Auld,2001,1,1,0,0,0,2,22,76,200,Canada
auldal01,NHL,VAN,Alex,Auld,2002,7,3,3,0,1,10,165,76,200,Canada
auldal01,NHL,VAN,Alex,Auld,2003,6,2,2,2,0,12,168,76,200,Canada
auldal01,NHL,VAN,Alex,Auld,2005,67,33,26,6,0,189,1938,76,200,Canada
auldal01,NHL,FLO,Alex,Auld,2006,27,7,13,5,1,82,729,76,200,Canada
auldal01,NHL,PHO,Alex,Auld,2007,9,3,6,0,1,30,249,76,200,Canada
auldal01,NHL,BOS,Alex,Auld,2007,23,9,7,5,2,47,578,76,200,Canada
auldal01,NHL,OTT,Alex,Auld,2008,43,16,18,7,1,101,1141,76,200,Canada
auldal01,NHL,DAL,Alex,Auld,2009,21,9,6,3,0,59,558,76,200,Canada
auldal01,NHL,NYR,Alex,Auld,2009,3,0,1,0,0,5,52,76,200,Canada
auldal01,NHL,MTL,Alex,Auld,2010,16,6,2,2,0,33,383,76,200,Canada
auldal01,NHL,OTT,Alex,Auld,2011,14,2,4,2,0,36,310,76,200,Canada
babarse01,WHA,SOV,Sergei,Babariko,1977,5,3,1,1,0,17,129,NA,NA,NA
babarse01,WHA,SOV,Sergei,Babariko,1978,2,1,0,0,0,3,NA,NA,NA,NA
bacasja01,NHL,STL,Jason,Bacashihua,2005,19,4,10,1,0,52,515,71,177,USA
bacasja01,NHL,STL,Jason,Bacashihua,2006,19,3,7,3,0,47,450,71,177,USA
bachmri01,NHL,DAL,Richard,Bachman,2010,1,0,0,0,0,0,4,71,170,USA
bachmri01,NHL,DAL,Richard,Bachman,2011,18,8,5,1,1,43,477,71,170,USA
bachry01,NHL,LAK,Ryan,Bach,1998,3,0,3,0,0,8,66,73,185,Canada
backljo01,NHL,PHI,Johan,Backlund,2009,1,0,1,0,0,2,24,74,198,Sweden
backsni01,NHL,MIN,Niklas,Backstrom,2006,41,23,8,6,5,73,1028,74,196,Finland
backsni01,NHL,MIN,Niklas,Backstrom,2007,58,33,13,8,4,131,1629,74,196,Finland
backsni01,NHL,MIN,Niklas,Backstrom,2008,71,37,24,8,8,159,2059,74,196,Finland
backsni01,NHL,MIN,Niklas,Backstrom,2009,60,26,23,8,2,158,1632,74,196,Finland
backsni01,NHL,MIN,Niklas,Backstrom,2010,51,22,23,5,3,132,1566,74,196,Finland
backsni01,NHL,MIN,Niklas,Backstrom,2011,46,19,18,7,4,105,1299,74,196,Finland
bailesc01,NHL,BOS,Scott,Bailey,1995,11,5,1,2,0,31,264,72,195,Canada
bailesc01,NHL,BOS,Scott,Bailey,1996,8,1,5,0,0,24,181,72,195,Canada
bakerbi02,NHA,MOS,Bill,Baker,1909,2,0,2,0,0,26,NA,NA,NA,NA
bakerst01,NHL,NYR,Steve,Baker,1979,27,9,8,6,1,79,NA,75,200,USA
bakerst01,NHL,NYR,Steve,Baker,1980,21,10,6,5,2,73,NA,75,200,USA
bakerst01,NHL,NYR,Steve,Baker,1981,6,1,5,0,0,33,NA,75,200,USA
bakerst01,NHL,NYR,Steve,Baker,1982,3,0,1,0,0,5,44,75,200,USA
balesmi01,NHL,BOS,Mike,Bales,1992,1,0,0,0,0,1,10,73,200,Canada
balesmi01,NHL,OTT,Mike,Bales,1994,1,0,0,0,0,0,1,73,200,Canada
balesmi01,NHL,OTT,Mike,Bales,1995,20,2,14,1,0,72,560,73,200,Canada
balesmi01,NHL,OTT,Mike,Bales,1996,1,0,1,0,0,4,18,73,200,Canada
bannemu01,NHL,VAN,Murray,Bannerman,1977,1,0,0,0,0,0,NA,71,185,Canada
bannemu01,NHL,CHI,Murray,Bannerman,1980,15,2,10,2,0,62,NA,71,185,Canada
bannemu01,NHL,CHI,Murray,Bannerman,1981,29,11,12,4,1,116,NA,71,185,Canada
bannemu01,NHL,CHI,Murray,Bannerman,1982,41,24,12,5,4,127,1283,71,185,Canada
bannemu01,NHL,CHI,Murray,Bannerman,1983,56,23,29,4,2,188,1667,71,185,Canada
bannemu01,NHL,CHI,Murray,Bannerman,1984,60,27,25,4,0,215,1847,71,185,Canada
bannemu01,NHL,CHI,Murray,Bannerman,1985,48,20,19,6,1,201,1538,71,185,Canada
bannemu01,NHL,CHI,Murray,Bannerman,1986,39,9,18,8,0,142,1122,71,185,Canada
baronma01,NHL,BOS,Marco,Baron,1979,1,0,0,0,0,2,NA,71,180,Canada
baronma01,NHL,BOS,Marco,Baron,1980,10,3,4,1,0,24,NA,71,180,Canada
baronma01,NHL,BOS,Marco,Baron,1981,44,22,16,4,1,144,NA,71,180,Canada
baronma01,NHL,BOS,Marco,Baron,1982,9,6,3,0,0,33,233,71,180,Canada
baronma01,NHL,LAK,Marco,Baron,1983,21,3,14,4,0,87,633,71,180,Canada
baronma01,NHL,EDM,Marco,Baron,1984,1,0,1,0,0,2,9,71,180,Canada
barrato01,NHL,BUF,Tom,Barrasso,1983,42,26,12,3,2,117,1098,75,210,USA
barrato01,NHL,BUF,Tom,Barrasso,1984,54,25,18,10,5,144,1274,75,210,USA
barrato01,NHL,BUF,Tom,Barrasso,1985,60,29,24,5,2,214,1778,75,210,USA
barrato01,NHL,BUF,Tom,Barrasso,1986,46,17,23,2,2,152,1202,75,210,USA
barrato01,NHL,BUF,Tom,Barrasso,1987,54,25,18,8,2,173,1658,75,210,USA
barrato01,NHL,BUF,Tom,Barrasso,1988,10,2,7,0,0,45,285,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1988,44,18,15,7,0,162,1445,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1989,24,7,12,3,0,101,748,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1990,48,27,16,3,1,165,1579,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1991,57,25,22,9,1,196,1702,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1992,63,43,14,5,4,186,1885,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1993,44,22,15,5,2,139,1304,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1994,2,0,1,1,0,8,75,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1995,49,29,16,2,2,160,1626,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1996,5,0,5,0,0,26,186,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1997,63,31,14,13,7,122,1556,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1998,43,19,16,3,4,98,993,75,210,USA
barrato01,NHL,PIT,Tom,Barrasso,1999,18,5,7,2,1,46,386,75,210,USA
barrato01,NHL,OTT,Tom,Barrasso,1999,7,3,4,0,0,22,182,75,210,USA
barrato01,NHL,CAR,Tom,Barrasso,2001,34,13,12,5,2,83,886,75,210,USA
barrato01,NHL,TOR,Tom,Barrasso,2001,4,2,2,0,0,10,110,75,210,USA
barrato01,NHL,STL,Tom,Barrasso,2002,6,1,4,0,1,16,132,75,210,USA
basseha01,NHL,CHI,Hank,Bassen,1954,21,4,9,8,0,63,NA,70,180,Canada
basseha01,NHL,CHI,Hank,Bassen,1955,12,2,9,1,1,42,NA,70,180,Canada
basseha01,NHL,DET,Hank,Bassen,1960,35,13,13,8,0,102,NA,70,180,Canada
basseha01,NHL,DET,Hank,Bassen,1961,27,9,12,6,3,76,NA,70,180,Canada
basseha01,NHL,DET,Hank,Bassen,1962,16,6,5,5,0,53,NA,70,180,Canada
basseha01,NHL,DET,Hank,Bassen,1963,1,0,1,0,0,4,NA,70,180,Canada
basseha01,NHL,DET,Hank,Bassen,1965,11,3,3,0,0,17,NA,70,180,Canada
basseha01,NHL,DET,Hank,Bassen,1966,8,2,4,0,0,22,NA,70,180,Canada
basseha01,NHL,PIT,Hank,Bassen,1967,25,7,10,3,1,62,NA,70,180,Canada
bastiba01,NHL,TOR,Baz,Bastien,1945,5,0,4,1,0,20,NA,67,160,Canada
baumaga01,NHL,MTL,Gary,Bauman,1966,2,1,1,0,0,5,NA,71,175,Canada
baumaga01,NHL,MNS,Gary,Bauman,1967,26,5,13,5,0,75,NA,71,175,Canada
baumaga01,NHL,MNS,Gary,Bauman,1968,7,0,4,1,0,22,NA,71,175,Canada
beaupdo01,NHL,MNS,Don,Beaupre,1980,44,18,14,11,0,138,NA,70,172,Canada
beaupdo01,NHL,MNS,Don,Beaupre,1981,29,11,8,9,0,101,NA,70,172,Canada
beaupdo01,NHL,MNS,Don,Beaupre,1982,36,19,10,5,0,120,1048,70,172,Canada
beaupdo01,NHL,MNS,Don,Beaupre,1983,33,16,13,2,0,123,971,70,172,Canada
beaupdo01,NHL,MNS,Don,Beaupre,1984,31,10,17,3,1,109,934,70,172,Canada
beaupdo01,NHL,MNS,Don,Beaupre,1985,52,25,20,6,1,182,1690,70,172,Canada
beaupdo01,NHL,MNS,Don,Beaupre,1986,47,17,20,6,1,174,1439,70,172,Canada
beaupdo01,NHL,MNS,Don,Beaupre,1987,43,10,22,3,0,161,1257,70,172,Canada
beaupdo01,NHL,MNS,Don,Beaupre,1988,1,0,1,0,0,3,26,70,172,Canada
beaupdo01,NHL,WAS,Don,Beaupre,1988,11,5,4,0,1,28,269,70,172,Canada
beaupdo01,NHL,WAS,Don,Beaupre,1989,48,23,18,5,2,150,1362,70,172,Canada
beaupdo01,NHL,WAS,Don,Beaupre,1990,45,20,18,3,5,113,1095,70,172,Canada
beaupdo01,NHL,WAS,Don,Beaupre,1991,54,29,17,6,1,166,1435,70,172,Canada
beaupdo01,NHL,WAS,Don,Beaupre,1992,58,27,23,5,1,181,1530,70,172,Canada
beaupdo01,NHL,WAS,Don,Beaupre,1993,53,24,16,8,2,135,1122,70,172,Canada
beaupdo01,NHL,OTT,Don,Beaupre,1994,38,8,25,3,1,121,1167,70,172,Canada
beaupdo01,NHL,OTT,Don,Beaupre,1995,33,6,23,0,1,110,892,70,172,Canada
beaupdo01,NHL,TOR,Don,Beaupre,1995,8,0,5,0,0,26,170,70,172,Canada
beaupdo01,NHL,TOR,Don,Beaupre,1996,3,0,3,0,0,10,60,70,172,Canada
beaurst01,NHL,WIN,Stephane,Beauregard,1989,19,7,8,3,0,59,570,71,190,Canada
beaurst01,NHL,WIN,Stephane,Beauregard,1990,16,3,10,1,0,55,423,71,190,Canada
beaurst01,NHL,WIN,Stephane,Beauregard,1991,26,6,8,6,2,61,611,71,190,Canada
beaurst01,NHL,PHI,Stephane,Beauregard,1992,16,3,9,0,0,59,405,71,190,Canada
beaurst01,NHL,WIN,Stephane,Beauregard,1993,13,0,4,1,0,34,211,71,190,Canada
beckfch01,NHL,STL,Chris,Beckford-Tseu,2007,1,0,0,0,0,1,9,74,201,Canada
bedarji01,NHL,WAS,Jim,Bedard,1977,43,11,23,7,1,152,NA,70,181,Canada
bedarji01,NHL,WAS,Jim,Bedard,1978,30,6,17,6,0,126,NA,70,181,Canada
behrema01,NHL,WIN,Marc,Behrend,1983,6,2,4,0,0,32,184,73,180,USA
behrema01,NHL,WIN,Marc,Behrend,1984,24,8,10,3,1,93,624,73,180,USA
behrema01,NHL,WIN,Marc,Behrend,1985,9,2,5,0,0,41,220,73,180,USA
belanyv01,NHL,STL,Yves,Belanger,1974,11,6,3,2,1,29,NA,71,170,Canada
belanyv01,NHL,STL,Yves,Belanger,1975,31,11,17,1,0,113,NA,71,170,Canada
belanyv01,NHL,STL,Yves,Belanger,1976,3,2,0,0,0,7,NA,71,170,Canada
belanyv01,NHL,STL,Yves,Belanger,1977,3,0,3,0,0,15,NA,71,170,Canada
belanyv01,NHL,ATF,Yves,Belanger,1977,17,7,8,0,1,55,NA,71,170,Canada
belanyv01,NHL,ATF,Yves,Belanger,1978,5,1,2,0,0,21,NA,71,170,Canada
belanyv01,NHL,BOS,Yves,Belanger,1979,8,2,0,3,0,19,NA,71,170,Canada
belfoed01,NHL,CHI,Ed,Belfour,1988,23,4,12,3,0,74,605,71,202,Canada
belfoed01,NHL,CHI,Ed,Belfour,1989,NA,NA,NA,NA,NA,NA,NA,71,202,Canada
belfoed01,NHL,CHI,Ed,Belfour,1990,74,43,19,7,4,170,1883,71,202,Canada
belfoed01,NHL,CHI,Ed,Belfour,1991,52,21,18,10,5,132,1241,71,202,Canada
belfoed01,NHL,CHI,Ed,Belfour,1992,71,41,18,11,7,177,1880,71,202,Canada
belfoed01,NHL,CHI,Ed,Belfour,1993,70,37,24,6,7,178,1892,71,202,Canada
belfoed01,NHL,CHI,Ed,Belfour,1994,42,22,15,3,5,93,990,71,202,Canada
belfoed01,NHL,CHI,Ed,Belfour,1995,50,22,17,10,1,135,1373,71,202,Canada
belfoed01,NHL,CHI,Ed,Belfour,1996,33,11,15,6,1,88,946,71,202,Canada
belfoed01,NHL,SJS,Ed,Belfour,1996,13,3,9,0,1,43,371,71,202,Canada
belfoed01,NHL,DAL,Ed,Belfour,1997,61,37,12,10,9,112,1335,71,202,Canada
belfoed01,NHL,DAL,Ed,Belfour,1998,61,35,15,9,5,117,1373,71,202,Canada
belfoed01,NHL,DAL,Ed,Belfour,1999,62,32,21,7,4,127,1571,71,202,Canada
belfoed01,NHL,DAL,Ed,Belfour,2000,63,35,20,7,8,144,1508,71,202,Canada
belfoed01,NHL,DAL,Ed,Belfour,2001,60,21,27,11,1,153,1458,71,202,Canada
belfoed01,NHL,TOR,Ed,Belfour,2002,62,37,20,5,7,141,1816,71,202,Canada
belfoed01,NHL,TOR,Ed,Belfour,2003,59,34,19,6,10,122,1483,71,202,Canada
belfoed01,NHL,TOR,Ed,Belfour,2005,49,22,22,4,0,159,1476,71,202,Canada
belfoed01,NHL,FLO,Ed,Belfour,2006,58,27,17,10,1,152,1550,71,202,Canada
belhumi01,NHL,PHI,Michel,Belhumeur,1972,23,9,7,3,0,60,NA,70,160,Canada
belhumi01,NHL,WAS,Michel,Belhumeur,1974,35,0,24,3,0,162,NA,70,160,Canada
belhumi01,NHL,WAS,Michel,Belhumeur,1975,7,0,5,1,0,32,NA,70,160,Canada
bellgo01,NHL,TOR,Gordie,Bell,1945,8,3,5,0,0,31,NA,70,164,Canada
bellgo01,NHL,NYR,Gordie,Bell,1955,NA,NA,NA,NA,NA,NA,NA,70,164,Canada
benedcl01,NHA,OT1,Clint,Benedict,1912,4,2,1,0,1,11,NA,72,165,Canada
benedcl01,NHA,OT1,Clint,Benedict,1913,9,5,3,0,0,29,NA,72,165,Canada
benedcl01,NHA,OT1,Clint,Benedict,1914,20,14,6,0,0,64,NA,72,165,Canada
benedcl01,NHA,OT1,Clint,Benedict,1915,24,13,11,0,2,72,NA,72,165,Canada
benedcl01,NHA,OT1,Clint,Benedict,1916,18,14,4,0,1,50,NA,72,165,Canada
benedcl01,NHL,OTS,Clint,Benedict,1917,22,9,13,0,1,114,NA,72,165,Canada
benedcl01,NHL,OTS,Clint,Benedict,1918,18,12,6,0,2,53,NA,72,165,Canada
benedcl01,NHL,OTS,Clint,Benedict,1919,24,19,5,0,5,64,NA,72,165,Canada
benedcl01,NHL,OTS,Clint,Benedict,1920,24,14,10,0,2,75,NA,72,165,Canada
benedcl01,NHL,OTS,Clint,Benedict,1921,24,14,8,2,2,84,NA,72,165,Canada
benedcl01,NHL,OTS,Clint,Benedict,1922,24,14,9,1,4,54,NA,72,165,Canada
benedcl01,NHL,OTS,Clint,Benedict,1923,22,15,7,0,3,45,NA,72,165,Canada
benedcl01,NHL,MTM,Clint,Benedict,1924,30,9,19,2,2,65,NA,72,165,Canada
benedcl01,NHL,MTM,Clint,Benedict,1925,36,20,11,5,6,73,NA,72,165,Canada
benedcl01,NHL,MTM,Clint,Benedict,1926,43,20,19,4,13,65,NA,72,165,Canada
benedcl01,NHL,MTM,Clint,Benedict,1927,44,24,14,6,6,76,NA,72,165,Canada
benedcl01,NHL,MTM,Clint,Benedict,1928,37,14,16,7,11,57,NA,72,165,Canada
benedcl01,NHL,MTM,Clint,Benedict,1929,14,6,6,1,0,38,NA,72,165,Canada
benneha01,NHL,BOS,Harvey,Bennett,1944,25,10,12,2,0,103,NA,72,175,Canada
bergeje01,NHL,MTL,Jean-Claude,Bergeron,1990,18,7,6,2,0,59,426,74,192,Canada
bergeje01,NHL,TBL,Jean-Claude,Bergeron,1992,21,8,10,1,0,71,574,74,192,Canada
bergeje01,NHL,TBL,Jean-Claude,Bergeron,1993,3,1,1,1,0,7,69,74,192,Canada
bergeje01,NHL,TBL,Jean-Claude,Bergeron,1994,17,3,9,1,1,49,374,74,192,Canada
bergeje01,NHL,TBL,Jean-Claude,Bergeron,1995,12,2,6,2,0,42,250,74,192,Canada
bergeje01,NHL,LAK,Jean-Claude,Bergeron,1996,1,0,1,0,0,4,35,74,192,Canada
berglbi01,WHA,NEW,Bill,Berglund,1973,3,2,1,0,0,82,692,73,185,USA
berglbi01,WHA,NEW,Bill,Berglund,1974,2,0,0,0,0,3,16,73,185,USA
berkhad01,NHL,ATL,Adam,Berkhoel,2005,9,2,4,1,0,30,255,71,185,USA
bernhti01,NHL,CAL,Tim,Bernhardt,1982,6,0,5,0,0,21,147,69,160,Canada
bernhti01,NHL,TOR,Tim,Bernhardt,1984,37,13,19,4,0,136,1106,69,160,Canada
bernhti01,NHL,TOR,Tim,Bernhardt,1985,23,4,12,3,0,107,727,69,160,Canada
bernhti01,NHL,TOR,Tim,Bernhardt,1986,1,0,0,0,0,3,7,69,160,Canada
bernijo01,NHL,LAK,Jonathan,Bernier,2007,4,1,3,0,0,16,118,71,177,Canada
bernijo01,NHL,LAK,Jonathan,Bernier,2009,3,3,0,0,1,4,94,71,177,Canada
bernijo01,NHL,LAK,Jonathan,Bernier,2010,25,11,8,3,3,57,652,71,177,Canada
bernijo01,NHL,LAK,Jonathan,Bernier,2011,16,5,6,2,1,35,383,71,177,Canada
berthda01,NHL,WIN,Daniel,Berthiaume,1985,NA,NA,NA,NA,NA,NA,NA,69,155,Canada
berthda01,NHL,WIN,Daniel,Berthiaume,1986,31,18,7,3,1,93,810,69,155,Canada
berthda01,NHL,WIN,Daniel,Berthiaume,1987,56,22,19,7,2,176,1489,69,155,Canada
berthda01,NHL,WIN,Daniel,Berthiaume,1988,9,0,8,0,0,44,255,69,155,Canada
berthda01,NHL,WIN,Daniel,Berthiaume,1989,24,10,11,3,1,86,667,69,155,Canada
berthda01,NHL,MNS,Daniel,Berthiaume,1989,5,1,3,0,0,14,104,69,155,Canada
berthda01,NHL,LAK,Daniel,Berthiaume,1990,37,20,11,4,1,117,1086,69,155,Canada
berthda01,NHL,BOS,Daniel,Berthiaume,1991,8,1,4,2,0,21,156,69,155,Canada
berthda01,NHL,LAK,Daniel,Berthiaume,1991,19,7,10,1,0,66,541,69,155,Canada
berthda01,NHL,OTT,Daniel,Berthiaume,1992,25,2,17,1,0,95,739,69,155,Canada
berthda01,NHL,OTT,Daniel,Berthiaume,1993,1,0,0,0,0,2,2,69,155,Canada
besteal01,NHL,TOR,Allan,Bester,1983,32,11,16,4,0,134,1144,67,155,Canada
besteal01,NHL,TOR,Allan,Bester,1984,15,3,9,1,1,54,430,67,155,Canada
besteal01,NHL,TOR,Allan,Bester,1985,1,0,0,0,0,2,5,67,155,Canada
besteal01,NHL,TOR,Allan,Bester,1986,36,10,14,3,2,110,991,67,155,Canada
besteal01,NHL,TOR,Allan,Bester,1987,30,8,12,5,2,102,879,67,155,Canada
besteal01,NHL,TOR,Allan,Bester,1988,43,17,20,3,2,156,1420,67,155,Canada
besteal01,NHL,TOR,Allan,Bester,1989,42,20,16,0,0,165,1296,67,155,Canada
besteal01,NHL,TOR,Allan,Bester,1990,6,0,4,0,0,18,129,67,155,Canada
besteal01,NHL,DET,Allan,Bester,1990,3,0,3,0,0,13,99,67,155,Canada
besteal01,NHL,DET,Allan,Bester,1991,1,0,0,0,0,2,9,67,155,Canada
besteal01,NHL,DAL,Allan,Bester,1995,10,4,5,1,0,30,297,67,155,Canada
beverbi01,NHL,DTC,Bill,Beveridge,1929,39,14,20,5,2,109,NA,68,170,Canada
beverbi01,NHL,OTS,Bill,Beveridge,1930,9,0,8,0,0,32,NA,68,170,Canada
beverbi01,NHL,OTS,Bill,Beveridge,1932,35,7,19,8,5,95,NA,68,170,Canada
beverbi01,NHL,OTS,Bill,Beveridge,1933,48,13,29,6,3,143,NA,68,170,Canada
beverbi01,NHL,STE,Bill,Beveridge,1934,48,11,31,6,3,144,NA,68,170,Canada
beverbi01,NHL,MTM,Bill,Beveridge,1935,32,14,13,5,1,71,NA,68,170,Canada
beverbi01,NHL,MTM,Bill,Beveridge,1936,21,12,6,3,1,47,NA,68,170,Canada
beverbi01,NHL,MTM,Bill,Beveridge,1937,48,12,30,6,2,149,NA,68,170,Canada
beverbi01,NHL,NYR,Bill,Beveridge,1942,17,4,10,3,1,89,NA,68,170,Canada
bibeapa01,NHL,MTL,Paul,Bibeault,1940,4,1,2,0,0,15,NA,69,160,Canada
bibeapa01,NHL,MTL,Paul,Bibeault,1941,38,17,19,2,1,131,NA,69,160,Canada
bibeapa01,NHL,MTL,Paul,Bibeault,1942,50,19,19,12,1,191,NA,69,160,Canada
bibeapa01,NHL,TOR,Paul,Bibeault,1943,29,13,14,2,5,87,NA,69,160,Canada
bibeapa01,NHL,BOS,Paul,Bibeault,1944,26,6,18,2,0,116,NA,69,160,Canada
bibeapa01,NHL,BOS,Paul,Bibeault,1945,16,8,4,4,2,45,NA,69,160,Canada
bibeapa01,NHL,MTL,Paul,Bibeault,1945,10,4,6,0,0,30,NA,69,160,Canada
bibeapa01,NHL,CHI,Paul,Bibeault,1946,41,13,25,3,1,170,NA,69,160,Canada
bierkza01,NHL,TBL,Zac,Bierk,1997,13,1,4,1,0,30,210,77,205,Canada
bierkza01,NHL,TBL,Zac,Bierk,1998,1,0,1,0,0,2,21,77,205,Canada
bierkza01,NHL,TBL,Zac,Bierk,1999,12,4,4,1,0,31,308,77,205,Canada
bierkza01,NHL,MIN,Zac,Bierk,2000,1,0,1,0,0,6,27,77,205,Canada
bierkza01,NHL,PHO,Zac,Bierk,2002,16,4,9,1,1,32,471,77,205,Canada
bierkza01,NHL,PHO,Zac,Bierk,2003,4,0,1,2,0,12,108,77,205,Canada
billicr01,NHL,NJD,Craig,Billington,1985,18,4,9,1,0,77,482,70,170,Canada
billicr01,NHL,NJD,Craig,Billington,1986,22,4,13,2,0,89,569,70,170,Canada
